2024-08-07 16:52:10,392  | py-experimenter - INFO     | Found 4 keyfields
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,415  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-08-21 11:10:17,514  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 152, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 387, in fit
    self.threshold = np.quantile(
                     ^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/numpy/lib/function_base.py", line 4542, in quantile
    raise ValueError("Quantiles must be in the range [0, 1]")
ValueError: Quantiles must be in the range [0, 1]

2024-10-17 13:18:10,364  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:18:10,365  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:18:10,365  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:18:10,365  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:18:10,365  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:18:38,194  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:18:38,194  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:18:38,194  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:18:38,194  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:18:38,194  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:18:38,204  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:18:38,223  | py-experimenter - INFO     | 240 rows successfully added to database. 120 rows were skipped.
2024-10-17 13:18:43,296  | py-experimenter - INFO     | All configured executions finished.
2024-10-17 13:20:10,707  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:20:10,707  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:20:10,708  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:20:10,708  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:20:10,708  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:20:10,708  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:20:10,735  | py-experimenter - INFO     | 60 rows successfully added to database. 0 rows were skipped.
2024-10-17 13:20:16,181  | py-experimenter - INFO     | All configured executions finished.
2024-10-17 13:21:02,995  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:21:02,996  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:21:02,996  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:21:02,996  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:21:02,996  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:21:02,996  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:21:03,058  | py-experimenter - INFO     | 60 rows successfully added to database. 0 rows were skipped.
2024-10-17 13:21:22,822  | py-experimenter - INFO     | All configured executions finished.
2024-10-17 13:24:00,994  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:24:00,994  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:24:00,994  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:24:00,994  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:24:00,994  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:24:00,994  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:24:00,995  | py-experimenter - INFO     | No rows to add. All the 60 experiments already exist.
2024-10-17 13:24:15,216  | py-experimenter - INFO     | All configured executions finished.
2024-10-17 13:31:53,838  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:31:53,838  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:31:53,838  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:31:53,838  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:31:53,838  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:31:53,838  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:31:53,839  | py-experimenter - INFO     | No rows to add. All the 60 experiments already exist.
2024-10-17 13:32:06,929  | py-experimenter - INFO     | All configured executions finished.
2024-10-17 13:34:05,590  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:34:05,591  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:34:05,591  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:34:05,591  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:34:05,591  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:34:05,591  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:34:05,592  | py-experimenter - INFO     | No rows to add. All the 60 experiments already exist.
2024-10-17 13:38:39,803  | py-experimenter - INFO     | All configured executions finished.
2024-10-17 13:42:57,342  | py-experimenter - INFO     | Found 5 keyfields
2024-10-17 13:42:57,343  | py-experimenter - INFO     | Found 9 resultfields
2024-10-17 13:42:57,343  | py-experimenter - WARNING  | No logtables given
2024-10-17 13:42:57,343  | py-experimenter - WARNING  | No custom section defined in config
2024-10-17 13:42:57,343  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-10-17 13:42:57,343  | py-experimenter - INFO     | Initialized and connected to database
2024-10-17 13:42:57,344  | py-experimenter - INFO     | No rows to add. All the 60 experiments already exist.
2024-10-17 13:46:52,238  | py-experimenter - INFO     | All configured executions finished.
2024-11-14 18:18:50,499  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 18:18:50,499  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 18:18:50,499  | py-experimenter - WARNING  | No logtables given
2024-11-14 18:18:50,499  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 18:18:50,499  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 18:18:50,500  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 18:18:50,542  | py-experimenter - INFO     | 4 rows successfully added to database. 0 rows were skipped.
2024-11-14 18:18:54,920  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 179, in worker
    num_classes=num_classes, alpha=alpha, hidden_dim=16
                                   ^^^^^
NameError: name 'alpha' is not defined

2024-11-14 18:18:59,252  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 163, in worker
    predictor = ConformalPredictor(model=model, alpha=alpha)
                                                      ^^^^^
NameError: name 'alpha' is not defined

2024-11-14 18:19:03,620  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 150, in worker
    predictor = ConformalPredictor(model=model, alpha=alpha)
                                                      ^^^^^
NameError: name 'alpha' is not defined

2024-11-14 18:19:07,952  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 200, in worker
    effective_length = (1 - cal_size) * len(X_train)
                        ~~^~~~~~~~~~
TypeError: unsupported operand type(s) for -: 'int' and 'tuple'

2024-11-14 18:19:07,995  | py-experimenter - INFO     | All configured executions finished.
2024-11-14 18:20:27,320  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 18:20:27,320  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 18:20:27,320  | py-experimenter - WARNING  | No logtables given
2024-11-14 18:20:27,320  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 18:20:27,321  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 18:20:27,321  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 18:20:27,372  | py-experimenter - INFO     | 4 rows successfully added to database. 0 rows were skipped.
2024-11-14 18:20:31,709  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 181, in worker
    effective_length = (1 - cal_size) * len(X_train)
                        ~~^~~~~~~~~~
TypeError: unsupported operand type(s) for -: 'int' and 'tuple'

2024-11-14 18:20:36,137  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 164, in worker
    predictor.fit(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/simple_model.py", line 474, in fit
    X_train, X_cal, y_train, y_cal = train_test_split(
                                     ^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/sklearn/utils/_param_validation.py", line 203, in wrapper
    validate_parameter_constraints(
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/sklearn/utils/_param_validation.py", line 95, in validate_parameter_constraints
    raise InvalidParameterError(
sklearn.utils._param_validation.InvalidParameterError: The 'test_size' parameter of train_test_split must be a float in the range (0.0, 1.0), an int in the range [1, inf) or None. Got (0.2,) instead.

2024-11-14 18:20:45,059  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/.venv/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/dyad_ranking/torch_plnet/experiments/cp_rank_experimenter.py", line 200, in worker
    effective_length = (1 - cal_size) * len(X_train)
                        ~~^~~~~~~~~~
TypeError: unsupported operand type(s) for -: 'int' and 'tuple'

2024-11-14 18:20:45,113  | py-experimenter - INFO     | All configured executions finished.
2024-11-14 18:33:02,890  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 18:33:02,890  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 18:33:02,890  | py-experimenter - WARNING  | No logtables given
2024-11-14 18:33:02,890  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 18:33:02,890  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 18:33:02,890  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 18:33:02,932  | py-experimenter - INFO     | 4 rows successfully added to database. 0 rows were skipped.
2024-11-14 18:33:21,429  | py-experimenter - INFO     | All configured executions finished.
2024-11-14 18:38:42,680  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 18:38:42,681  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 18:38:42,681  | py-experimenter - WARNING  | No logtables given
2024-11-14 18:38:42,681  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 18:38:42,681  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 18:38:42,681  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 18:38:42,751  | py-experimenter - INFO     | 960 rows successfully added to database. 0 rows were skipped.
2024-11-14 18:40:00,356  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 18:40:00,356  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 18:40:00,356  | py-experimenter - WARNING  | No logtables given
2024-11-14 18:40:00,356  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 18:40:00,356  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 18:40:00,356  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 18:40:00,423  | py-experimenter - INFO     | 960 rows successfully added to database. 0 rows were skipped.
2024-11-14 19:25:44,737  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 19:25:44,737  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 19:25:44,737  | py-experimenter - WARNING  | No logtables given
2024-11-14 19:25:44,737  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 19:25:44,737  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 19:25:44,737  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 19:25:44,784  | py-experimenter - INFO     | 96 rows successfully added to database. 0 rows were skipped.
2024-11-14 21:06:20,427  | py-experimenter - INFO     | All configured executions finished.
2024-11-14 22:39:30,745  | py-experimenter - INFO     | Found 5 keyfields
2024-11-14 22:39:30,745  | py-experimenter - INFO     | Found 10 resultfields
2024-11-14 22:39:30,745  | py-experimenter - WARNING  | No logtables given
2024-11-14 22:39:30,745  | py-experimenter - WARNING  | No custom section defined in config
2024-11-14 22:39:30,745  | py-experimenter - WARNING  | No codecarbon section defined in config
2024-11-14 22:39:30,746  | py-experimenter - INFO     | Initialized and connected to database
2024-11-14 22:39:30,783  | py-experimenter - INFO     | 1104 rows successfully added to database. 96 rows were skipped.
2025-01-25 23:15:54,111  | py-experimenter - INFO     | Found 4 keyfields
2025-01-25 23:15:54,112  | py-experimenter - INFO     | Found 2 resultfields
2025-01-25 23:15:54,112  | py-experimenter - INFO     | Found 1 logtables
2025-01-25 23:15:54,113  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-25 23:15:54,113  | py-experimenter - WARNING  | No custom section defined in config
2025-01-25 23:15:54,113  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-25 23:15:54,113  | py-experimenter - INFO     | Initialized and connected to database
2025-01-25 23:15:54,166  | py-experimenter - INFO     | 1 rows successfully added to database. 0 rows were skipped.
2025-01-25 23:16:06,807  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/anaconda3/envs/plnet/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/torch_plnet/experiments/simple_experiment_torchcp.py", line 237, in worker
    conformity_scores = [APS(), THR(), TOPK(), RAPS(), SAPS(), Margin(), KNN()]
                                                                         ^^^^^
TypeError: KNN.__init__() missing 3 required positional arguments: 'features', 'labels', and 'num_classes'

2025-01-25 23:16:06,936  | py-experimenter - INFO     | All configured executions finished.
2025-01-25 23:16:36,645  | py-experimenter - INFO     | Found 4 keyfields
2025-01-25 23:16:36,645  | py-experimenter - INFO     | Found 2 resultfields
2025-01-25 23:16:36,646  | py-experimenter - INFO     | Found 1 logtables
2025-01-25 23:16:36,646  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-25 23:16:36,646  | py-experimenter - WARNING  | No custom section defined in config
2025-01-25 23:16:36,646  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-25 23:16:36,647  | py-experimenter - INFO     | Initialized and connected to database
2025-01-25 23:16:36,648  | py-experimenter - INFO     | No rows to add. All the 1 experiments already exist.
2025-01-25 23:16:37,227  | py-experimenter - INFO     | All configured executions finished.
2025-01-25 23:17:07,379  | py-experimenter - INFO     | Found 4 keyfields
2025-01-25 23:17:07,379  | py-experimenter - INFO     | Found 2 resultfields
2025-01-25 23:17:07,379  | py-experimenter - INFO     | Found 1 logtables
2025-01-25 23:17:07,379  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-25 23:17:07,379  | py-experimenter - WARNING  | No custom section defined in config
2025-01-25 23:17:07,379  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-25 23:17:07,380  | py-experimenter - INFO     | Initialized and connected to database
2025-01-25 23:17:07,440  | py-experimenter - INFO     | 1 rows successfully added to database. 0 rows were skipped.
2025-01-25 23:17:19,157  | py-experimenter - INFO     | All configured executions finished.
2025-01-26 00:29:10,450  | py-experimenter - INFO     | Found 4 keyfields
2025-01-26 00:29:10,451  | py-experimenter - INFO     | Found 2 resultfields
2025-01-26 00:29:10,451  | py-experimenter - INFO     | Found 1 logtables
2025-01-26 00:29:10,451  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-26 00:29:10,451  | py-experimenter - WARNING  | No custom section defined in config
2025-01-26 00:29:10,451  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-26 00:29:10,452  | py-experimenter - INFO     | Initialized and connected to database
2025-01-26 00:29:10,510  | py-experimenter - INFO     | 1 rows successfully added to database. 0 rows were skipped.
2025-01-26 00:29:20,965  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/anaconda3/envs/plnet/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/torch_plnet/experiments/simple_experiment_torchcp.py", line 259, in worker
    inputs = batch[0].to(torch.get_default_device())
                         ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/anaconda3/envs/plnet/lib/python3.11/site-packages/torch/__init__.py", line 1938, in __getattr__
    raise AttributeError(f"module '{__name__}' has no attribute '{name}'")
AttributeError: module 'torch' has no attribute 'get_default_device'

2025-01-26 00:29:21,066  | py-experimenter - INFO     | All configured executions finished.
2025-01-26 00:29:59,670  | py-experimenter - INFO     | Found 4 keyfields
2025-01-26 00:29:59,671  | py-experimenter - INFO     | Found 2 resultfields
2025-01-26 00:29:59,671  | py-experimenter - INFO     | Found 1 logtables
2025-01-26 00:29:59,671  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-26 00:29:59,671  | py-experimenter - WARNING  | No custom section defined in config
2025-01-26 00:29:59,671  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-26 00:29:59,671  | py-experimenter - INFO     | Initialized and connected to database
2025-01-26 00:29:59,672  | py-experimenter - INFO     | No rows to add. All the 1 experiments already exist.
2025-01-26 00:30:00,148  | py-experimenter - INFO     | All configured executions finished.
2025-01-26 00:30:13,771  | py-experimenter - INFO     | Found 4 keyfields
2025-01-26 00:30:13,772  | py-experimenter - INFO     | Found 2 resultfields
2025-01-26 00:30:13,772  | py-experimenter - INFO     | Found 1 logtables
2025-01-26 00:30:13,772  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-26 00:30:13,772  | py-experimenter - WARNING  | No custom section defined in config
2025-01-26 00:30:13,772  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-26 00:30:13,772  | py-experimenter - INFO     | Initialized and connected to database
2025-01-26 00:30:13,830  | py-experimenter - INFO     | 1 rows successfully added to database. 0 rows were skipped.
2025-01-26 00:30:21,478  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/anaconda3/envs/plnet/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/torch_plnet/experiments/simple_experiment_torchcp.py", line 291, in worker
    "cov_gap": metric("CovGap")(val_prediction_sets, val_labels, alpha),
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: CovGap() missing 1 required positional argument: 'num_classes'

2025-01-26 00:30:21,577  | py-experimenter - INFO     | All configured executions finished.
2025-01-26 00:31:53,005  | py-experimenter - INFO     | Found 4 keyfields
2025-01-26 00:31:53,006  | py-experimenter - INFO     | Found 2 resultfields
2025-01-26 00:31:53,006  | py-experimenter - INFO     | Found 1 logtables
2025-01-26 00:31:53,006  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-26 00:31:53,006  | py-experimenter - WARNING  | No custom section defined in config
2025-01-26 00:31:53,006  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-26 00:31:53,007  | py-experimenter - INFO     | Initialized and connected to database
2025-01-26 00:31:53,067  | py-experimenter - INFO     | 1 rows successfully added to database. 0 rows were skipped.
2025-01-26 00:32:03,944  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/anaconda3/envs/plnet/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/torch_plnet/experiments/simple_experiment_torchcp.py", line 294, in worker
    "vio_classes": metric("VioClasses")(
                   ^^^^^^^^^^^^^^^^^^^^^
TypeError: VioClasses() missing 1 required positional argument: 'num_classes'

2025-01-26 00:32:04,054  | py-experimenter - INFO     | All configured executions finished.
2025-01-26 00:32:36,541  | py-experimenter - INFO     | Found 4 keyfields
2025-01-26 00:32:36,541  | py-experimenter - INFO     | Found 2 resultfields
2025-01-26 00:32:36,542  | py-experimenter - INFO     | Found 1 logtables
2025-01-26 00:32:36,542  | py-experimenter - INFO     | Found logtable cp_rank_dev__new_cross__results
2025-01-26 00:32:36,542  | py-experimenter - WARNING  | No custom section defined in config
2025-01-26 00:32:36,542  | py-experimenter - WARNING  | No codecarbon section defined in config
2025-01-26 00:32:36,542  | py-experimenter - INFO     | Initialized and connected to database
2025-01-26 00:32:36,604  | py-experimenter - INFO     | 1 rows successfully added to database. 0 rows were skipped.
2025-01-26 00:32:44,547  | py-experimenter - ERROR    | Traceback (most recent call last):
  File "/home/jonas/anaconda3/envs/plnet/lib/python3.11/site-packages/py_experimenter/experimenter.py", line 433, in _execute_experiment
    final_status = experiment_function(keyfield_values, result_processor, self.config.custom_configuration.custom_values)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/jonas/Documents/Research/torch_plnet/experiments/simple_experiment_torchcp.py", line 297, in worker
    "diff_violation": metric("DiffViolation")(
                      ^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: DiffViolation() missing 1 required positional argument: 'alpha'

